agent_id,first_seen_joined_at,team_mode,vendor_mode,status_mode,raw_row_count,distinct_employee_codes,distinct_names
AGT0000898,2024-01-03 03:18:52,T2,VND0000005,INACTIVE,23,23,8
AGT0000142,2024-02-02 02:37:16,FIELD,VND0000005,ACTIVE,23,23,9
AGT0000044,2024-01-06 17:28:06,DIGITAL,VND0000010,INACTIVE,33,33,10
AGT0000039,2024-02-15 03:19:45,T1,VND0000003,INACTIVE,29,29,9
AGT0000384,2024-01-06 08:15:16,FIELD,VND0000011,ACTIVE,33,33,9
AGT0000126,2024-02-06 14:55:20,T2,VND0000008,SUSPENDED,29,28,10
AGT0000959,2024-01-22 05:58:56,T1,VND0000003,INACTIVE,30,30,10
AGT0000497,2024-01-20 07:59:01,DIGITAL,VND0000002,SUSPENDED,32,30,10
AGT0000337,2024-01-03 11:18:34,T3,VND0000005,INACTIVE,25,25,9
AGT0000178,2024-02-22 12:09:09,T3,VND0000008,INACTIVE,38,37,10
AGT0000803,2024-01-06 22:06:47,T3,VND0000002,SUSPENDED,32,32,9
AGT0000036,2024-02-06 14:54:47,T3,VND0000013,ACTIVE,34,34,10
AGT0000851,2024-01-14 23:02:21,DIGITAL,VND0000012,SUSPENDED,29,28,9
AGT0000745,2024-02-03 21:52:06,T3,VND0000008,SUSPENDED,25,23,9
AGT0000489,2024-01-05 01:29:23,T1,VND0000014,SUSPENDED,34,34,10
AGT0000813,2024-01-21 11:57:20,T2,VND0000003,ACTIVE,29,29,10
AGT0000386,2024-01-22 23:44:46,DIGITAL,VND0000005,INACTIVE,23,23,10
AGT0000002,2024-01-19 11:02:11,FIELD,VND0000010,ACTIVE,23,23,10
AGT0000072,2024-02-19 01:42:36,FIELD,VND0000005,INACTIVE,24,24,9
AGT0000648,2024-01-28 03:50:14,T3,VND0000005,SUSPENDED,29,28,10
AGT0000651,2024-04-03 09:41:12,DIGITAL,VND0000008,ACTIVE,25,25,8
AGT0000763,2024-04-27 13:58:22,T2,VND0000014,ACTIVE,14,14,7
AGT0000678,2024-02-17 09:05:11,FIELD,VND0000004,SUSPENDED,29,29,10
AGT0000741,2024-01-14 11:04:48,FIELD,VND0000015,ACTIVE,23,23,9
AGT0000399,2024-01-07 11:46:03,T2,VND0000004,SUSPENDED,32,32,10
AGT0000124,2024-02-07 00:33:20,DIGITAL,VND0000010,INACTIVE,30,30,9
AGT0000135,2024-02-27 20:09:12,FIELD,VND0000006,SUSPENDED,27,26,10
AGT0000988,2024-01-12 15:44:38,DIGITAL,VND0000005,ACTIVE,30,29,9
AGT0000527,2024-01-13 11:05:35,T3,VND0000002,INACTIVE,38,37,10
AGT0000229,2024-01-12 06:29:58,T3,VND0000009,INACTIVE,32,32,9
AGT0000675,2024-04-24 22:11:42,DIGITAL,VND0000009,SUSPENDED,20,19,8
AGT0000190,2024-02-13 13:57:46,T3,VND0000007,ACTIVE,19,19,9
AGT0000238,2024-02-16 21:31:53,T1,VND0000015,INACTIVE,30,30,10
AGT0000029,2024-01-29 08:52:50,T1,VND0000004,ACTIVE,41,40,10
AGT0000583,2024-03-06 12:15:03,T1,VND0000015,SUSPENDED,31,31,10
AGT0000689,2024-02-15 04:52:49,T1,VND0000005,INACTIVE,36,35,10
AGT0000296,2024-02-01 19:14:05,T3,VND0000009,INACTIVE,29,29,10
AGT0000420,2024-01-26 17:34:44,DIGITAL,VND0000001,INACTIVE,32,31,9
AGT0000129,2024-01-09 20:24:36,T3,VND0000001,SUSPENDED,37,37,10
AGT0000680,2024-01-03 10:05:10,T1,VND0000004,SUSPENDED,37,37,9
AGT0000573,2024-01-07 21:57:16,T1,VND0000013,ACTIVE,26,26,9
AGT0000776,2024-01-25 04:43:39,T3,VND0000013,INACTIVE,31,31,9
AGT0000051,2024-01-20 21:54:46,FIELD,VND0000006,INACTIVE,38,38,10
AGT0000020,2024-01-03 00:17:58,FIELD,VND0000013,ACTIVE,34,34,10
AGT0000210,2024-01-01 09:26:29,DIGITAL,VND0000013,ACTIVE,33,33,10
AGT0000267,2024-01-01 12:49:45,T2,VND0000006,SUSPENDED,32,31,9
AGT0000885,2024-01-26 11:54:34,T3,VND0000013,INACTIVE,33,33,9
AGT0000691,2024-01-14 06:08:10,DIGITAL,VND0000008,INACTIVE,28,27,8
AGT0000519,2024-04-14 21:53:10,T3,VND0000013,ACTIVE,32,32,9
AGT0000540,2024-01-26 18:24:20,DIGITAL,VND0000011,INACTIVE,46,45,10
AGT0000408,2024-01-05 10:16:19,T1,VND0000004,SUSPENDED,37,37,10
AGT0000153,2024-02-10 00:55:05,DIGITAL,VND0000009,INACTIVE,23,23,9
AGT0000316,2024-01-07 08:23:20,FIELD,VND0000007,SUSPENDED,25,25,9
AGT0000216,2024-01-23 22:43:26,T2,VND0000006,ACTIVE,22,22,9
AGT0000287,2024-01-10 19:57:00,T3,VND0000008,INACTIVE,39,38,10
AGT0000405,2024-01-21 21:05:05,FIELD,VND0000015,ACTIVE,28,28,9
AGT0000137,2024-01-11 00:33:56,DIGITAL,VND0000008,ACTIVE,24,24,8
AGT0000459,2024-01-13 23:17:05,FIELD,VND0000007,ACTIVE,39,38,10
AGT0000542,2024-01-21 02:36:46,T1,VND0000005,INACTIVE,30,29,10
AGT0000626,2024-01-19 19:47:58,T3,VND0000001,SUSPENDED,32,32,9
AGT0000529,2024-01-12 09:24:28,DIGITAL,VND0000005,ACTIVE,31,31,9
AGT0000293,2024-01-02 05:00:44,T3,VND0000006,INACTIVE,20,20,8
AGT0000292,2024-01-04 19:26:50,T1,VND0000004,SUSPENDED,26,26,9
AGT0000507,2024-01-04 23:28:26,T1,VND0000004,ACTIVE,31,30,9
AGT0000211,2024-01-08 06:51:47,T2,VND0000002,INACTIVE,26,25,9
AGT0000087,2024-03-14 09:24:53,T1,VND0000003,SUSPENDED,26,26,10
AGT0000685,2024-01-18 05:21:32,DIGITAL,VND0000008,INACTIVE,32,31,10
AGT0000191,2024-03-10 22:33:28,T1,VND0000009,INACTIVE,28,28,9
AGT0000827,2024-01-09 14:19:35,T1,VND0000007,ACTIVE,29,29,10
AGT0000317,2024-01-22 12:00:18,T3,VND0000010,INACTIVE,24,24,7
AGT0000475,2024-01-08 03:14:48,T1,VND0000006,SUSPENDED,30,29,9
AGT0000721,2024-03-09 05:06:56,T3,VND0000014,ACTIVE,29,28,10
AGT0000580,2024-01-14 01:42:14,T3,VND0000001,INACTIVE,32,32,10
AGT0000733,2024-01-25 08:11:52,T2,VND0000004,INACTIVE,32,31,10
AGT0000667,2024-02-01 01:15:55,T1,VND0000014,SUSPENDED,36,36,10
AGT0000937,2024-02-14 15:40:54,T2,VND0000012,ACTIVE,31,31,10
AGT0000027,2024-01-27 05:45:59,T1,VND0000001,SUSPENDED,32,31,10
AGT0000391,2024-03-27 16:38:23,FIELD,VND0000011,ACTIVE,28,27,8
AGT0000218,2024-01-06 12:54:41,FIELD,VND0000009,ACTIVE,37,37,10
AGT0000649,2024-02-16 00:14:12,DIGITAL,VND0000003,SUSPENDED,43,41,10
AGT0000559,2024-01-05 03:42:45,T3,VND0000008,SUSPENDED,37,36,10
AGT0000280,2024-01-17 07:36:23,FIELD,VND0000014,INACTIVE,44,42,10
AGT0000947,2024-01-09 04:19:17,T2,VND0000003,SUSPENDED,21,21,8
AGT0000647,2024-01-03 10:00:11,T2,VND0000005,INACTIVE,34,34,10
AGT0000570,2024-01-19 11:39:10,T2,VND0000004,INACTIVE,35,34,9
AGT0000164,2024-01-12 22:44:56,T1,VND0000006,SUSPENDED,30,30,9
AGT0000897,2024-01-01 17:53:37,T2,VND0000006,SUSPENDED,30,30,10
AGT0000383,2024-01-10 03:31:48,T1,VND0000014,INACTIVE,34,33,10
AGT0000207,2024-02-27 03:54:43,T2,VND0000011,ACTIVE,40,40,10
AGT0000744,2024-01-03 08:10:32,FIELD,VND0000010,SUSPENDED,39,36,10
AGT0000215,2024-01-17 23:44:07,T3,VND0000014,SUSPENDED,27,27,10
AGT0000901,2024-01-01 01:30:04,T1,VND0000015,INACTIVE,32,30,9
AGT0000518,2024-01-24 12:45:34,T3,VND0000007,ACTIVE,31,31,10
AGT0000041,2024-01-27 12:49:09,T1,VND0000011,ACTIVE,34,34,10
AGT0000882,2024-01-25 20:32:24,T2,VND0000002,ACTIVE,32,32,9
AGT0000616,2024-02-27 15:43:30,FIELD,VND0000013,ACTIVE,37,36,10
AGT0000017,2024-03-15 08:12:05,DIGITAL,VND0000013,INACTIVE,33,33,10
AGT0000500,2024-01-13 05:46:57,DIGITAL,VND0000006,ACTIVE,39,38,10
AGT0000136,2024-01-15 09:42:18,T2,VND0000008,INACTIVE,36,36,10
AGT0000929,2024-01-08 11:50:10,T2,VND0000005,INACTIVE,34,34,9
AGT0000213,2024-01-18 00:47:52,T3,VND0000009,ACTIVE,36,35,10
AGT0000419,2024-03-28 00:26:35,FIELD,VND0000013,ACTIVE,18,18,8
AGT0000658,2024-01-24 07:34:06,FIELD,VND0000002,ACTIVE,26,26,10
AGT0000707,2024-01-03 03:00:15,DIGITAL,VND0000001,ACTIVE,25,25,8
AGT0000423,2024-02-20 08:23:02,T1,VND0000001,ACTIVE,31,30,10
AGT0000487,2024-01-13 19:07:37,FIELD,VND0000013,SUSPENDED,37,36,9
AGT0000894,2024-01-01 14:18:23,T2,VND0000003,SUSPENDED,30,30,10
AGT0000360,2024-01-10 11:59:51,T1,VND0000011,INACTIVE,28,28,10
AGT0000543,2024-01-09 20:45:59,T1,VND0000007,SUSPENDED,45,45,10
AGT0000641,2024-01-26 22:01:59,DIGITAL,VND0000014,SUSPENDED,31,31,9
AGT0000655,2024-01-07 23:01:23,FIELD,VND0000010,SUSPENDED,21,21,8
AGT0000588,2024-01-04 17:35:42,T1,VND0000009,ACTIVE,26,25,10
AGT0000173,2024-01-03 02:48:36,FIELD,VND0000010,SUSPENDED,33,31,9
AGT0000498,2024-02-06 06:57:37,T2,VND0000012,INACTIVE,28,28,10
AGT0000281,2024-01-04 01:57:44,FIELD,VND0000012,SUSPENDED,36,35,10
AGT0000676,2024-01-01 18:12:20,DIGITAL,VND0000012,INACTIVE,31,31,9
AGT0000637,2024-01-13 16:31:29,DIGITAL,VND0000011,ACTIVE,29,29,9
AGT0000435,2024-02-23 11:53:11,T2,VND0000015,INACTIVE,42,42,10
AGT0000891,2024-01-14 05:00:20,T3,VND0000002,SUSPENDED,26,26,9
AGT0000928,2024-01-03 02:57:45,T3,VND0000010,SUSPENDED,27,27,9
AGT0000176,2024-01-22 09:36:35,T2,VND0000012,ACTIVE,35,35,9
AGT0000772,2024-01-16 11:32:41,T2,VND0000010,INACTIVE,32,32,10
AGT0000305,2024-01-18 04:29:23,T1,VND0000007,SUSPENDED,26,26,10
AGT0000701,2024-03-03 02:34:02,T3,VND0000009,INACTIVE,29,29,9
AGT0000915,2024-01-06 10:33:03,T1,VND0000013,INACTIVE,26,26,9
AGT0000314,2024-01-09 08:11:44,T1,VND0000013,INACTIVE,38,37,9
AGT0000662,2024-01-04 16:26:53,T1,VND0000006,INACTIVE,32,32,10
AGT0000466,2024-01-08 10:58:40,T2,VND0000009,SUSPENDED,25,25,8
AGT0000341,2024-01-13 15:32:37,T1,VND0000015,INACTIVE,22,21,8
AGT0000245,2024-02-09 19:21:23,DIGITAL,VND0000005,ACTIVE,33,33,9
AGT0000290,2024-01-18 09:14:43,DIGITAL,VND0000006,INACTIVE,35,35,10
AGT0000254,2024-01-03 04:01:52,FIELD,VND0000010,SUSPENDED,34,33,10
AGT0000146,2024-01-06 11:23:04,FIELD,VND0000013,INACTIVE,25,25,10
AGT0000617,2024-01-06 05:41:23,T2,VND0000011,INACTIVE,30,30,9
AGT0000904,2024-01-23 04:24:43,DIGITAL,VND0000010,SUSPENDED,28,28,10
AGT0000378,2024-01-06 06:47:59,T2,VND0000010,ACTIVE,33,31,10
AGT0000421,2024-01-02 13:56:01,T2,VND0000012,SUSPENDED,20,19,9
AGT0000212,2024-01-03 02:02:40,T3,VND0000004,SUSPENDED,33,33,10
AGT0000310,2024-02-06 14:21:16,T3,VND0000003,INACTIVE,38,38,10
AGT0000528,2024-02-14 09:34:07,T3,VND0000005,SUSPENDED,27,27,10
AGT0000858,2024-01-09 12:41:45,DIGITAL,VND0000015,ACTIVE,33,33,9
AGT0000437,2024-01-13 17:31:04,T1,VND0000012,ACTIVE,29,29,10
AGT0000167,2024-01-13 13:06:02,DIGITAL,VND0000003,SUSPENDED,28,27,10
AGT0000553,2024-02-27 05:57:56,T2,VND0000003,INACTIVE,30,30,10
AGT0000887,2024-02-13 18:24:53,DIGITAL,VND0000014,INACTIVE,26,26,10
AGT0000517,2024-01-22 09:44:29,T1,VND0000009,INACTIVE,34,33,10
AGT0000453,2024-03-27 01:18:35,FIELD,VND0000001,ACTIVE,28,27,10
AGT0000334,2024-01-19 14:37:39,T3,VND0000010,ACTIVE,35,32,9
AGT0000376,2024-02-11 19:35:05,FIELD,VND0000014,ACTIVE,32,32,10
AGT0000969,2024-01-09 11:36:30,DIGITAL,VND0000012,INACTIVE,36,36,10
AGT0000802,2024-01-03 02:30:16,T1,VND0000007,INACTIVE,32,31,10
AGT0000657,2024-01-15 03:45:23,DIGITAL,VND0000008,ACTIVE,28,28,9
AGT0000720,2024-01-01 20:52:42,DIGITAL,VND0000008,INACTIVE,28,28,10
AGT0000045,2024-02-25 00:05:00,T3,VND0000011,SUSPENDED,34,32,10
AGT0000426,2024-01-07 20:37:54,FIELD,VND0000004,SUSPENDED,32,32,10
AGT0000208,2024-01-06 06:12:28,DIGITAL,VND0000006,ACTIVE,38,38,10
AGT0000840,2024-01-24 10:07:19,FIELD,VND0000013,ACTIVE,28,28,9
AGT0000632,2024-02-28 23:15:09,DIGITAL,VND0000013,SUSPENDED,33,32,9
AGT0000274,2024-01-31 15:07:00,T2,VND0000012,INACTIVE,33,33,8
AGT0000972,2024-01-01 11:07:15,T2,VND0000007,ACTIVE,27,26,10
AGT0000413,2024-01-10 15:51:27,DIGITAL,VND0000010,INACTIVE,25,24,10
AGT0000407,2024-01-02 12:09:19,FIELD,VND0000006,INACTIVE,26,24,10
AGT0000414,2024-01-11 19:02:06,T3,VND0000005,INACTIVE,30,29,10
AGT0000315,2024-01-17 18:10:34,T2,VND0000006,INACTIVE,26,26,10
AGT0000796,2024-01-06 14:59:50,T2,VND0000004,ACTIVE,37,36,10
AGT0000818,2024-01-14 13:27:17,T3,VND0000007,ACTIVE,33,33,10
AGT0000949,2024-01-02 23:45:49,T3,VND0000014,INACTIVE,22,22,9
AGT0000619,2024-01-27 23:01:35,T1,VND0000013,INACTIVE,36,35,10
AGT0000284,2024-01-01 13:07:27,T3,VND0000015,INACTIVE,29,29,10
AGT0000183,2024-03-06 20:45:57,FIELD,VND0000008,INACTIVE,32,32,10
AGT0000715,2024-01-01 23:10:29,T1,VND0000005,SUSPENDED,34,34,10
AGT0000890,2024-01-23 15:05:59,DIGITAL,VND0000003,SUSPENDED,28,28,8
AGT0000112,2024-01-30 17:29:06,DIGITAL,VND0000006,SUSPENDED,14,14,9
AGT0000539,2024-01-15 07:30:40,T3,VND0000001,SUSPENDED,32,31,10
AGT0000472,2024-02-18 04:58:12,T3,VND0000013,SUSPENDED,29,29,10
AGT0000971,2024-02-18 02:43:27,DIGITAL,VND0000014,INACTIVE,31,30,9
AGT0000259,2024-03-16 22:48:23,T1,VND0000014,SUSPENDED,24,24,10
AGT0000240,2024-02-02 10:44:26,T1,VND0000001,SUSPENDED,34,34,10
AGT0000805,2024-02-25 18:54:12,T3,VND0000008,INACTIVE,22,22,9
AGT0000163,2024-01-13 10:04:50,T1,VND0000009,INACTIVE,31,31,10
AGT0000986,2024-01-23 13:30:49,DIGITAL,VND0000004,ACTIVE,31,31,10
AGT0000751,2024-01-21 07:04:21,T3,VND0000002,ACTIVE,20,20,8
AGT0000985,2024-01-04 19:02:54,T1,VND0000007,ACTIVE,26,26,10
AGT0000995,2024-01-22 14:48:33,FIELD,VND0000006,INACTIVE,29,28,10
AGT0000566,2024-01-11 14:11:30,T2,VND0000006,INACTIVE,27,27,10
AGT0000351,2024-01-19 10:05:25,T1,VND0000003,ACTIVE,30,30,10
AGT0000255,2024-01-31 12:36:25,T2,VND0000003,INACTIVE,29,29,9
AGT0000524,2024-01-29 10:58:56,T3,VND0000009,ACTIVE,21,21,10
AGT0000811,2024-02-06 06:50:26,T1,VND0000008,ACTIVE,19,19,9
AGT0000964,2024-01-19 21:46:35,FIELD,VND0000015,INACTIVE,30,30,10
AGT0000746,2024-01-04 17:55:33,T1,VND0000007,ACTIVE,43,43,10
AGT0000826,2024-01-11 02:30:53,T3,VND0000001,INACTIVE,34,34,9
AGT0000602,2024-03-31 11:46:17,FIELD,VND0000013,ACTIVE,24,24,8
AGT0000075,2024-03-17 23:56:13,FIELD,VND0000013,ACTIVE,24,23,10
AGT0000111,2024-02-13 07:49:30,DIGITAL,VND0000012,ACTIVE,25,25,9
AGT0000508,2024-01-08 13:46:14,FIELD,VND0000001,ACTIVE,27,27,8
AGT0000978,2024-01-14 20:03:53,FIELD,VND0000005,SUSPENDED,35,35,10
AGT0000560,2024-01-19 04:14:58,DIGITAL,VND0000005,ACTIVE,34,34,10
AGT0000055,2024-02-15 08:56:05,T1,VND0000001,ACTIVE,27,27,8
AGT0000065,2024-01-01 23:38:12,T2,VND0000015,ACTIVE,28,27,10
AGT0000353,2024-01-24 23:10:37,T3,VND0000006,SUSPENDED,25,24,8
AGT0000150,2024-01-16 21:53:58,DIGITAL,VND0000008,ACTIVE,26,26,10
AGT0000615,2024-01-13 21:15:04,DIGITAL,VND0000005,ACTIVE,32,32,10
AGT0000285,2024-01-23 03:40:41,T2,VND0000009,ACTIVE,33,33,10
AGT0000050,2024-02-13 21:31:41,T1,VND0000012,INACTIVE,27,26,9
AGT0000860,2024-01-01 19:45:02,T2,VND0000014,INACTIVE,23,22,10
AGT0000440,2024-01-23 12:19:14,T3,VND0000010,SUSPENDED,45,44,10
AGT0000664,2024-01-09 02:25:00,FIELD,VND0000013,SUSPENDED,36,36,9
AGT0000223,2024-01-15 16:45:45,FIELD,VND0000007,ACTIVE,33,33,10
AGT0000248,2024-01-18 17:15:27,T1,VND0000007,SUSPENDED,32,31,10
AGT0000070,2024-01-12 19:46:56,T1,VND0000001,INACTIVE,27,27,8
AGT0000921,2024-01-26 17:26:25,T1,VND0000008,ACTIVE,38,36,10
AGT0000977,2024-01-01 06:59:11,T1,VND0000008,SUSPENDED,37,37,10
AGT0000653,2024-01-01 00:41:09,T3,VND0000005,INACTIVE,35,35,10
AGT0000831,2024-03-08 03:26:53,T3,VND0000013,ACTIVE,21,21,8
AGT0000845,2024-01-15 05:18:28,FIELD,VND0000009,ACTIVE,28,28,10
AGT0000369,2024-01-27 16:27:24,T2,VND0000005,INACTIVE,38,38,10
AGT0000415,2024-01-11 09:58:07,FIELD,VND0000005,SUSPENDED,28,28,10
AGT0000650,2024-03-06 19:35:47,T1,VND0000008,ACTIVE,30,30,9
AGT0000841,2024-01-20 03:04:14,T3,VND0000011,INACTIVE,26,26,10
AGT0000883,2024-01-05 21:30:56,DIGITAL,VND0000001,ACTIVE,44,43,10
AGT0000365,2024-02-08 14:28:49,FIELD,VND0000010,ACTIVE,37,36,10
AGT0000870,2024-01-06 22:57:24,T1,VND0000004,ACTIVE,36,36,10
AGT0000735,2024-01-17 21:34:13,DIGITAL,VND0000006,SUSPENDED,30,29,9
AGT0000510,2024-01-07 07:03:48,T3,VND0000003,INACTIVE,24,23,10
AGT0000716,2024-02-12 03:55:12,FIELD,VND0000011,ACTIVE,30,30,9
AGT0000501,2024-02-29 13:26:10,T1,VND0000009,SUSPENDED,26,26,10
AGT0000869,2024-01-04 18:27:27,FIELD,VND0000003,ACTIVE,25,25,10
AGT0000686,2024-01-05 11:34:58,T2,VND0000012,ACTIVE,25,23,10
AGT0000924,2024-01-06 16:22:18,T3,VND0000008,ACTIVE,34,33,10
AGT0000225,2024-01-09 22:23:13,T2,VND0000010,INACTIVE,34,34,10
AGT0000786,2024-01-02 20:45:18,T2,VND0000012,ACTIVE,22,22,9
AGT0000249,2024-01-27 09:36:11,FIELD,VND0000011,ACTIVE,32,31,9
AGT0000863,2024-01-01 14:14:49,FIELD,VND0000011,INACTIVE,37,37,10
AGT0000836,2024-01-11 17:40:43,T1,VND0000009,SUSPENDED,34,33,10
AGT0000671,2024-01-02 07:24:10,T1,VND0000013,SUSPENDED,38,38,9
AGT0000764,2024-01-16 11:06:08,DIGITAL,VND0000011,ACTIVE,37,34,10
AGT0000144,2024-01-17 04:05:44,DIGITAL,VND0000006,INACTIVE,32,31,9
AGT0000080,2024-01-16 07:22:58,T1,VND0000015,INACTIVE,32,32,9
AGT0000156,2024-01-14 11:26:25,T3,VND0000006,SUSPENDED,29,29,9
AGT0000100,2024-01-20 05:27:44,FIELD,VND0000001,ACTIVE,37,37,10
AGT0000987,2024-01-13 07:21:07,T1,VND0000010,ACTIVE,27,27,9
AGT0000003,2024-01-24 21:42:01,DIGITAL,VND0000004,ACTIVE,28,28,10
AGT0000009,2024-01-06 23:15:18,T2,VND0000007,INACTIVE,25,24,10
AGT0000279,2024-01-15 11:48:52,T3,VND0000003,INACTIVE,25,25,9
AGT0000356,2024-01-15 07:01:15,T2,VND0000005,INACTIVE,29,28,10
AGT0000481,2024-01-26 07:09:29,T1,VND0000003,INACTIVE,31,31,10
AGT0000324,2024-01-07 18:49:08,T1,VND0000006,INACTIVE,34,34,10
AGT0000252,2024-01-19 07:28:29,T3,VND0000012,ACTIVE,32,32,10
AGT0000363,2024-03-09 10:04:14,DIGITAL,VND0000008,SUSPENDED,24,24,8
AGT0000993,2024-01-26 06:27:51,T1,VND0000003,ACTIVE,27,27,10
AGT0000201,2024-01-06 00:54:46,DIGITAL,VND0000013,ACTIVE,32,30,10
AGT0000444,2024-02-09 11:01:33,FIELD,VND0000015,SUSPENDED,22,22,9
AGT0000263,2024-01-09 03:15:01,FIELD,VND0000007,ACTIVE,34,34,10
AGT0000357,2024-02-08 15:20:50,DIGITAL,VND0000015,SUSPENDED,30,28,9
AGT0000233,2024-01-08 13:12:42,FIELD,VND0000013,ACTIVE,38,37,10
AGT0000683,2024-02-02 22:04:56,T1,VND0000001,INACTIVE,27,27,9
AGT0000113,2024-01-09 04:18:23,DIGITAL,VND0000007,INACTIVE,27,27,9
AGT0000496,2024-01-01 10:49:15,DIGITAL,VND0000005,ACTIVE,43,43,10
AGT0000355,2024-02-02 04:33:35,FIELD,VND0000003,INACTIVE,22,22,8
AGT0000992,2024-01-13 14:17:18,T2,VND0000013,INACTIVE,43,42,10
AGT0000782,2024-01-08 04:28:25,T3,VND0000011,INACTIVE,31,31,9
AGT0000704,2024-01-16 06:05:32,T1,VND0000015,ACTIVE,22,22,7
AGT0000551,2024-01-11 22:22:43,T1,VND0000007,INACTIVE,34,33,10
AGT0000110,2024-02-13 02:27:15,DIGITAL,VND0000009,ACTIVE,22,22,8
AGT0000628,2024-02-04 21:48:13,FIELD,VND0000002,INACTIVE,28,28,9
AGT0000484,2024-01-11 00:14:07,T3,VND0000014,INACTIVE,26,26,9
AGT0000268,2024-01-11 10:10:23,T1,VND0000009,INACTIVE,30,28,10
AGT0000888,2024-03-07 13:18:07,FIELD,VND0000014,INACTIVE,29,29,10
AGT0000908,2024-01-20 23:17:25,T2,VND0000001,INACTIVE,32,31,10
AGT0000958,2024-01-17 03:01:56,DIGITAL,VND0000013,SUSPENDED,14,14,7
AGT0000346,2024-01-08 18:34:10,FIELD,VND0000013,INACTIVE,29,28,10
AGT0000104,2024-01-05 22:51:23,T1,VND0000005,INACTIVE,32,32,10
AGT0000913,2024-02-09 07:57:32,FIELD,VND0000006,SUSPENDED,29,29,10
AGT0000068,2024-01-31 19:31:47,DIGITAL,VND0000007,INACTIVE,24,24,9
AGT0000143,2024-01-03 15:09:23,FIELD,VND0000015,INACTIVE,30,30,9
AGT0000328,2024-01-08 22:01:46,FIELD,VND0000013,SUSPENDED,37,36,10
AGT0000442,2024-01-04 03:49:37,DIGITAL,VND0000003,INACTIVE,37,35,10
AGT0000998,2024-01-02 19:05:30,T2,VND0000001,ACTIVE,32,32,10
AGT0000697,2024-01-10 23:36:02,T3,VND0000010,ACTIVE,37,37,9
AGT0000765,2024-01-21 16:46:06,T3,VND0000015,SUSPENDED,23,23,9
AGT0000679,2024-05-09 20:46:10,DIGITAL,VND0000006,INACTIVE,24,24,10
AGT0000516,2024-01-10 16:58:34,T2,VND0000015,INACTIVE,38,37,8
AGT0000966,2024-03-07 22:27:14,DIGITAL,VND0000007,INACTIVE,39,39,9
AGT0000956,2024-01-10 19:09:13,FIELD,VND0000014,INACTIVE,32,32,9
AGT0000997,2024-01-07 15:47:37,T3,VND0000010,INACTIVE,42,40,10
AGT0000708,2024-01-04 18:50:27,T2,VND0000011,INACTIVE,39,38,10
AGT0000606,2024-02-07 01:11:20,T1,VND0000005,ACTIVE,27,27,9
AGT0000872,2024-02-23 21:35:59,DIGITAL,VND0000015,ACTIVE,22,22,9
AGT0000035,2024-01-17 14:26:34,T1,VND0000007,ACTIVE,32,31,10
AGT0000011,2024-01-24 04:26:24,T1,VND0000001,SUSPENDED,28,27,9
AGT0000278,2024-01-09 06:24:19,FIELD,VND0000010,ACTIVE,42,41,10
AGT0000565,2024-02-08 06:46:05,FIELD,VND0000007,INACTIVE,24,24,9
AGT0000348,2024-01-14 23:13:04,T1,VND0000008,ACTIVE,19,19,8
AGT0000342,2024-02-13 11:14:35,T2,VND0000006,SUSPENDED,26,25,10
AGT0000822,2024-01-17 10:55:43,FIELD,VND0000003,SUSPENDED,25,25,10
AGT0000798,2024-01-25 11:20:37,FIELD,VND0000010,SUSPENDED,28,28,10
AGT0000283,2024-01-01 08:04:53,FIELD,VND0000011,INACTIVE,29,28,10
AGT0000532,2024-01-14 00:25:22,T2,VND0000013,SUSPENDED,22,22,9
AGT0000930,2024-01-05 13:59:10,T2,VND0000010,ACTIVE,26,26,10
AGT0000054,2024-01-26 04:29:47,DIGITAL,VND0000014,ACTIVE,32,30,10
AGT0000581,2024-01-05 17:33:26,T1,VND0000014,SUSPENDED,32,32,10
AGT0000147,2024-01-16 09:07:31,FIELD,VND0000003,INACTIVE,35,33,10
AGT0000535,2024-01-26 09:58:17,DIGITAL,VND0000009,SUSPENDED,32,32,10
AGT0000028,2024-01-09 14:59:12,T2,VND0000015,ACTIVE,28,28,9
AGT0000561,2024-01-06 23:43:43,DIGITAL,VND0000014,ACTIVE,37,35,10
AGT0000564,2024-01-20 05:08:16,T2,VND0000011,ACTIVE,26,26,10
AGT0000272,2024-01-11 22:28:49,T1,VND0000005,SUSPENDED,27,27,9
AGT0000747,2024-02-05 09:04:48,T1,VND0000013,SUSPENDED,26,25,9
AGT0000060,2024-01-02 15:20:42,T3,VND0000003,SUSPENDED,31,30,9
AGT0000866,2024-01-25 02:39:15,FIELD,VND0000012,SUSPENDED,24,24,9
AGT0000471,2024-02-26 21:56:52,DIGITAL,VND0000003,INACTIVE,29,29,9
AGT0000349,2024-01-27 05:31:28,T1,VND0000002,ACTIVE,35,35,10
AGT0000114,2024-02-14 04:22:49,T2,VND0000001,ACTIVE,34,34,10
AGT0000103,2024-01-31 02:57:56,T3,VND0000002,ACTIVE,30,29,9
AGT0000738,2024-01-11 16:11:41,T2,VND0000015,ACTIVE,40,40,10
AGT0000696,2024-01-17 03:00:40,DIGITAL,VND0000015,INACTIVE,25,25,10
AGT0000345,2024-01-16 04:53:27,T3,VND0000005,INACTIVE,30,29,8
AGT0000677,2024-01-14 09:06:07,T1,VND0000009,SUSPENDED,23,22,10
AGT0000483,2024-01-17 05:48:25,T2,VND0000014,INACTIVE,31,31,10
